MWP	ONames	GLON	GLAT	Width	Height	Reff	Hit	Flag	_RA.icrs	_DE.icrs
1G358390-004600S	    	358.390	-00.460	 0.48	 0.49	 0.34	 0.14	2	265.8870	-30.5491
1G359350-004200S	    	359.350	-00.420	 0.76	 0.80	 0.55	 0.14	2	266.4278	-29.7098
1G000310-002100S	    	000.310	-00.210	 0.89	 0.61	 0.54	 0.13	 	266.7938	-28.7804
1G001870-003800S	    	001.870	-00.380	 0.45	 0.45	 0.32	 0.13	 	267.8694	-27.5302
1G001990-006800S	    	001.990	-00.680	 0.45	 0.45	 0.32	 0.13	 	268.2296	-27.5798
1G002940+001200S	    	002.940	+00.120	 0.50	 0.45	 0.34	 0.13	 	267.9997	-26.3549
1G003320-000300S	    	003.320	-00.030	 0.83	 0.84	 0.59	 0.13	2	268.3591	-26.1040
1G005580+004100S	    	005.580	+00.410	 0.54	 0.53	 0.38	 0.13	 	269.1989	-23.9310
1G008090+000700S	    	008.090	+00.070	 0.47	 0.46	 0.33	 0.13	 	270.8737	-21.9218
1G010470+000300S	    	010.470	+00.030	 0.74	 0.73	 0.52	 0.13	 	272.1555	-19.8646
1G010890-000500S	    	010.890	-00.050	 0.64	 0.59	 0.44	 0.13	2	272.4459	-19.5359
1G011170-000600S	    	011.170	-00.060	 0.50	 0.50	 0.35	 0.13	 	272.5986	-19.2955
1G012380+000000S	    	012.380	+00.000	 0.45	 0.45	 0.32	 0.13	 	273.1582	-18.2061
1G012790-003300S	    	012.790	-00.330	 0.51	 0.52	 0.36	 0.13	 	273.6695	-18.0041
1G013960-001500S	    	013.960	-00.150	 0.53	 0.63	 0.41	 0.13	2	274.0883	-16.8898
1G013990-002800S	    	013.990	-00.280	 0.62	 0.46	 0.39	 0.13	 	274.2227	-16.9252
1G016080+002400S	    	016.080	+00.240	 0.87	 0.83	 0.60	 0.13	 	274.7766	-14.8384
1G017680-006600S	    	017.680	-00.660	 0.66	 0.68	 0.47	 0.13	2	276.3725	-13.8488
1G018390+001400S	    	018.390	+00.140	 0.45	 0.45	 0.32	 0.13	 	275.9869	-12.8471
1G019340-001700S	N24 	019.340	-00.170	 0.55	 0.53	 0.38	 0.13	 	276.7221	-12.1519
1G019630-006400S	    	019.630	-00.640	 0.45	 0.46	 0.32	 0.13	 	277.2856	-12.1136
1G019970+004200S	    	019.970	+00.420	 0.85	 0.87	 0.60	 0.13	2	276.4889	-11.3195
1G020080-001400S	    	020.080	-00.140	 0.95	 0.96	 0.67	 0.13	 	277.0467	-11.4829
1G021240-001600S	    	021.240	-00.160	 0.52	 0.50	 0.36	 0.13	 	277.6130	-10.4646
1G021490-001600S	    	021.490	-00.160	 0.47	 0.48	 0.34	 0.13	 	277.7307	-10.2430
1G022480-000400S	    	022.480	-00.040	 0.52	 0.59	 0.39	 0.13	 	278.0873	-09.3097
1G023140-004800S	    	023.140	-00.480	 0.45	 0.45	 0.32	 0.13	 	278.7909	-08.9270
1G023290-004600S	    	023.290	-00.460	 0.52	 0.53	 0.37	 0.13	2	278.8428	-08.7846
1G024750+003700S	    	024.750	+00.370	 0.47	 0.48	 0.33	 0.13	 	278.7773	-07.1064
1G025660-000200S	    	025.660	-00.020	 0.47	 0.47	 0.33	 0.13	 	279.5473	-06.4775
1G026430+007300S	    	026.430	+00.730	 0.49	 0.49	 0.34	 0.13	 	279.2328	-05.4491
1G026480-006200S	    	026.480	-00.620	 0.45	 0.45	 0.32	 0.13	2	280.4617	-06.0235
1G027960-004300S	    	027.960	-00.430	 0.98	 0.98	 0.70	 0.13	 	280.9715	-04.6203
1G028290+000100S	    	028.290	+00.010	 0.48	 0.48	 0.34	 0.13	 	280.7302	-04.1257
1G028600-003800S	    	028.600	-00.380	 0.53	 0.56	 0.39	 0.13	2	281.2200	-04.0282
1G029490-001800S	    	029.490	-00.180	 0.57	 0.61	 0.42	 0.13	 	281.4489	-03.1451
1G030020-000400S	    	030.020	-00.040	 1.18	 1.04	 0.79	 0.13	2	281.5664	-02.6096
1G030540+000300S	    	030.540	+00.030	 0.81	 0.76	 0.55	 0.13	2	281.7416	-02.1150
1G030700-003700S	    	030.700	-00.370	 0.75	 0.77	 0.53	 0.13	 	282.1708	-02.1551
1G030800+002000S	    	030.800	+00.200	 0.60	 0.58	 0.41	 0.13	2	281.7089	-01.8060
1G030830-001200S	    	030.830	-00.120	 0.52	 0.51	 0.36	 0.13	 	282.0075	-01.9253
1G031040+000200S	    	031.040	+00.020	 0.45	 0.45	 0.32	 0.13	 	281.9787	-01.6746
1G031090+002000S	    	031.090	+00.200	 0.58	 0.46	 0.37	 0.13	 	281.8413	-01.5480
1G031430-001400S	    	031.430	-00.140	 0.53	 0.53	 0.38	 0.13	2	282.2991	-01.4005
1G032150-002800S	    	032.150	-00.280	 0.48	 0.48	 0.34	 0.13	2	282.7521	-00.8236
1G032580-000800S	    	032.580	-00.080	 0.53	 0.52	 0.37	 0.13	 	282.7702	-00.3497
1G032690+000500S	    	032.690	+00.050	 0.48	 0.48	 0.34	 0.13	 	282.7047	-00.1925
1G032790+002100S	    	032.790	+00.210	 0.83	 0.76	 0.56	 0.13	2	282.6079	-00.0305
1G033400+003700S	    	033.400	+00.370	 0.62	 0.66	 0.45	 0.13	 	282.7436	+00.5853
1G034040+000500S	    	034.040	+00.050	 0.68	 0.64	 0.47	 0.13	 	283.3203	+01.0090
1G034240+001200S	    	034.240	+00.120	 0.50	 0.50	 0.35	 0.13	2	283.3492	+01.2189
1G034490-001800S	N63 	034.490	-00.180	 0.59	 0.62	 0.43	 0.13	2	283.7303	+01.3045
1G036390+003900S	N69 	036.390	+00.390	 0.48	 0.48	 0.34	 0.13	 	284.0903	+03.2553
1G036820+000100S	    	036.820	+00.010	 0.50	 0.50	 0.35	 0.13	 	284.6256	+03.4644
1G039520-000100S	    	039.520	-00.010	 0.46	 0.49	 0.33	 0.13	 	285.8830	+05.8560
1G039530-004600S	    	039.530	-00.460	 0.78	 0.76	 0.54	 0.13	2	286.2895	+05.6585
1G039580+000100S	    	039.580	+00.010	 0.49	 0.51	 0.35	 0.13	 	285.8928	+05.9185
1G040770-001100S	    	040.770	-00.110	 0.48	 0.49	 0.34	 0.13	2	286.5497	+06.9207
1G041070+000300S	    	041.070	+00.030	 0.52	 0.52	 0.37	 0.13	 	286.5633	+07.2515
1G041080+000300S	    	041.080	+00.030	 0.56	 0.61	 0.41	 0.13	 	286.5680	+07.2604
1G041860-009400S	N81 	041.860	-00.940	 0.51	 0.50	 0.36	 0.13	 	287.7985	+07.5055
1G042180+002500S	    	042.180	+00.250	 0.57	 0.49	 0.37	 0.13	 	286.8814	+08.3383
1G043150+001000S	    	043.150	+00.100	 0.46	 0.46	 0.32	 0.13	 	287.4684	+09.1300
1G046110+002900S	    	046.110	+00.290	 0.46	 0.49	 0.34	 0.13	 	288.6914	+11.8414
1G046120+003900S	    	046.120	+00.390	 0.46	 0.46	 0.32	 0.13	 	288.6057	+11.8967
1G046210+005500S	    	046.210	+00.550	 0.58	 0.59	 0.41	 0.13	2	288.5036	+12.0507
1G049420+003200S	    	049.420	+00.320	 0.65	 0.60	 0.44	 0.13	 	290.2541	+14.7816
1G052380-008500S	    	052.380	-00.850	 0.79	 0.71	 0.53	 0.13	 	292.7863	+16.8296
1G296420-006600S	    	296.420	-00.660	 0.52	 0.52	 0.37	 0.13	 	178.4934	-62.8029
1G302390+002800S	    	302.390	+00.280	 0.91	 1.07	 0.70	 0.13	 	191.6824	-62.5868
1G303940-006800S	    	303.940	-00.680	 0.61	 0.53	 0.41	 0.13	2	195.1218	-63.5340
1G305830-001900S	    	305.830	-00.190	 0.47	 0.49	 0.34	 0.13	 	199.2356	-62.9181
1G307540+007500S	    	307.540	+00.750	 0.69	 0.64	 0.47	 0.13	 	202.6380	-61.7713
1G310560-001900S	    	310.560	-00.190	 0.79	 0.68	 0.52	 0.13	2	209.3293	-62.0821
1G311600-006300S	    	311.600	-00.630	 0.91	 0.80	 0.60	 0.13	2	211.7276	-62.2248
1G311840-007500S	    	311.840	-00.750	 0.45	 0.45	 0.32	 0.13	 	212.2957	-62.2695
1G312030-006200S	    	312.030	-00.620	 0.48	 0.45	 0.33	 0.13	 	212.6011	-62.0888
1G312850-003700S	    	312.850	-00.370	 0.45	 0.45	 0.32	 0.13	 	214.0873	-61.5958
1G314570-003600S	    	314.570	-00.360	 1.01	 0.76	 0.63	 0.13	2	217.4397	-60.9905
1G315870+002200S	    	315.870	+00.220	 0.45	 0.45	 0.32	 0.13	 	219.4230	-59.9554
1G315870+002400S	    	315.870	+00.240	 0.45	 0.45	 0.32	 0.13	 	219.4072	-59.9371
1G317010+003700S	    	317.010	+00.370	 0.75	 0.73	 0.53	 0.13	2	221.3575	-59.3497
1G318070-001900S	    	318.070	-00.190	 0.45	 0.45	 0.32	 0.13	 	223.7094	-59.3854
1G318520-004100S	    	318.520	-00.410	 0.47	 0.46	 0.33	 0.13	 	224.6925	-59.3721
1G320330-003100S	    	320.330	-00.310	 0.65	 0.59	 0.44	 0.13	2	227.6539	-58.3999
1G320350-002200S	    	320.350	-00.220	 0.51	 0.54	 0.37	 0.13	2	227.5996	-58.3122
1G321640-002100S	    	321.640	-00.210	 0.47	 0.48	 0.34	 0.13	 	229.6672	-57.6324
1G324160+002200S	    	324.160	+00.220	 0.55	 0.55	 0.39	 0.13	 	233.0598	-55.8777
1G324170+004300S	    	324.170	+00.430	 0.59	 0.58	 0.41	 0.13	 	232.8602	-55.6999
1G324200-008900S	    	324.200	-00.890	 0.59	 0.59	 0.42	 0.13	 	234.2827	-56.7574
1G324210+001200S	    	324.210	+00.120	 0.59	 0.65	 0.44	 0.13	2	233.2354	-55.9307
1G328130+000300S	    	328.130	+00.030	 0.76	 0.68	 0.51	 0.13	 	238.7262	-53.6160
1G328140+006600S	    	328.140	+00.660	 0.66	 0.64	 0.46	 0.13	2	238.0684	-53.1230
1G329230-002800S	    	329.230	-00.280	 0.62	 0.56	 0.42	 0.13	2	240.4673	-53.1391
1G329820+001300S	    	329.820	+00.130	 0.61	 0.58	 0.42	 0.13	2	240.7547	-52.4420
1G331170-004600S	    	331.170	-00.460	 1.19	 1.20	 0.85	 0.13	2	243.0331	-51.9716
1G331190-004700S	    	331.190	-00.470	 0.50	 0.48	 0.35	 0.13	2	243.0679	-51.9652
1G332230-000500S	    	332.230	-00.050	 0.71	 0.58	 0.46	 0.13	 	243.8164	-50.9452
1G332290-001000S	    	332.290	-00.100	 0.70	 0.72	 0.50	 0.13	2	243.9400	-50.9398
1G332580-005600S	    	332.580	-00.560	 0.92	 0.88	 0.64	 0.13	2	244.7799	-51.0678
1G333590+000700S	    	333.590	+00.070	 0.45	 0.51	 0.34	 0.13	 	245.2137	-49.9099
1G338960+007300S	    	338.960	+00.730	 0.49	 0.50	 0.35	 0.13	2	249.9873	-45.5524
1G339760+000500S	    	339.760	+00.050	 0.63	 0.77	 0.50	 0.13	 	251.4680	-45.3964
1G340430+001300S	    	340.430	+00.130	 0.45	 0.45	 0.32	 0.13	 	251.9966	-44.8341
1G340630-001100S	    	340.630	-00.110	 0.47	 0.47	 0.33	 0.13	 	252.4371	-44.8353
1G341700+000500S	    	341.700	+00.050	 0.95	 0.98	 0.68	 0.13	2	253.2189	-43.9089
1G342120+004900S	    	342.120	+00.490	 0.73	 0.71	 0.51	 0.13	2	253.1169	-43.3051
1G345520+002600S	    	345.520	+00.260	 0.51	 0.57	 0.38	 0.13	 	256.2004	-40.7808
1G346080-002700S	    	346.080	-00.270	 0.83	 0.68	 0.53	 0.13	 	257.2034	-40.6523
1G346270+002800S	    	346.270	+00.280	 0.46	 0.45	 0.32	 0.13	 	256.7744	-40.1707
1G346850+002900S	    	346.850	+00.290	 0.58	 0.57	 0.41	 0.13	 	257.2170	-39.7002
1G347630+002100S	    	347.630	+00.210	 0.54	 0.54	 0.38	 0.13	2	257.8997	-39.1201
1G348380+000800S	    	348.380	+00.080	 0.68	 0.68	 0.48	 0.13	2	258.6007	-38.5897
1G350190+000300S	    	350.190	+00.030	 0.46	 0.45	 0.32	 0.13	2	259.9786	-37.1421
1G350390+002000S	    	350.390	+00.200	 0.45	 0.46	 0.32	 0.13	 	259.9475	-36.8808
1G351050-003900S	    	351.050	-00.390	 0.47	 0.49	 0.34	 0.13	 	261.0218	-36.6728
1G351830-001700S	    	351.830	-00.170	 0.59	 0.63	 0.43	 0.13	 	261.3400	-35.9040
1G355170-000600S	    	355.170	-00.060	 0.63	 0.59	 0.43	 0.13	 	263.4657	-33.0581
1G355170-000500S	    	355.170	-00.050	 0.69	 0.67	 0.48	 0.13	 	263.4557	-33.0527
1G356340-000900S	    	356.340	-00.090	 0.57	 0.56	 0.40	 0.13	 	264.2458	-32.0898
1G356420-001400S	    	356.420	-00.140	 0.60	 0.56	 0.41	 0.13	 	264.3463	-32.0492
1G356430-001500S	    	356.430	-00.150	 0.57	 0.50	 0.38	 0.13	 	264.3626	-32.0461
1G357910-003300S	    	357.910	-00.330	 0.82	 0.92	 0.61	 0.13	2	265.4645	-30.8888
1G002450+001400S	    	002.450	+00.140	 0.81	 1.01	 0.65	 0.12	2	267.7005	-26.7659
1G002680+001400S	    	002.680	+00.140	 0.72	 0.62	 0.47	 0.12	 	267.8322	-26.5682
1G002960-000500S	    	002.960	-00.050	 0.96	 0.79	 0.62	 0.12	2	268.1743	-26.4242
1G003670-001000S	    	003.670	-00.100	 0.50	 0.50	 0.36	 0.12	 	268.6235	-25.8377
1G005080+000000S	    	005.080	+00.000	 0.45	 0.45	 0.32	 0.12	 	269.3128	-24.5692
1G005810-004200S	    	005.810	-00.420	 0.52	 0.50	 0.36	 0.12	 	270.1121	-24.1461
1G006120-006200S	    	006.120	-00.620	 0.77	 0.77	 0.54	 0.12	 	270.4705	-23.9758
1G006370-000500S	    	006.370	-00.050	 0.63	 0.68	 0.46	 0.12	2	270.0650	-23.4763
1G007500+004000S	    	007.500	+00.400	 0.75	 0.54	 0.46	 0.12	 	270.2495	-22.2719
1G008120+001300S	    	008.120	+00.130	 0.68	 0.73	 0.50	 0.12	2	270.8333	-21.8662
1G008430-002800S	    	008.430	-00.280	 0.72	 0.68	 0.50	 0.12	 	271.3820	-21.7972
1G008930+001800S	    	008.930	+00.180	 0.45	 0.45	 0.32	 0.12	 	271.2141	-21.1360
1G010320-002600S	    	010.320	-00.260	 0.60	 0.59	 0.42	 0.12	2	272.3481	-20.1363
1G010630-003900S	N2  	010.630	-00.390	 0.45	 0.45	 0.32	 0.12	 	272.6287	-19.9278
1G012160-001400S	    	012.160	-00.140	 0.55	 0.64	 0.42	 0.12	 	273.1763	-18.4663
1G012560+000000S	    	012.560	+00.000	 0.49	 0.51	 0.35	 0.12	 	273.2491	-18.0481
1G012580+000800S	    	012.580	+00.080	 0.66	 0.74	 0.49	 0.12	2	273.1853	-17.9922
1G012720+006900S	    	012.720	+00.690	 0.50	 0.53	 0.37	 0.12	 	272.6944	-17.5761
1G013340-003200S	    	013.340	-00.320	 0.56	 0.50	 0.38	 0.12	2	273.9358	-17.5160
1G017470-002300S	    	017.470	-00.230	 0.73	 0.74	 0.52	 0.12	2	275.8799	-13.8333
1G017590+000900S	    	017.590	+00.090	 0.54	 0.55	 0.39	 0.12	2	275.6470	-13.5772
1G018670+000300S	    	018.670	+00.030	 0.46	 0.45	 0.32	 0.12	 	276.2209	-12.6511
1G023900+000700S	    	023.900	+00.070	 0.89	 0.92	 0.64	 0.12	2	278.6511	-07.9991
1G028220+003600S	    	028.220	+00.360	 0.81	 0.79	 0.57	 0.12	 	280.3861	-04.0279
1G028420+002400S	    	028.420	+00.240	 0.46	 0.45	 0.32	 0.12	 	280.5848	-03.9050
1G028790+004800S	    	028.790	+00.480	 0.80	 0.80	 0.56	 0.12	2	280.5405	-03.4662
1G028790+002400S	    	028.790	+00.240	 0.75	 0.75	 0.53	 0.12	2	280.7543	-03.5759
1G029240+002600S	    	029.240	+00.260	 0.64	 0.55	 0.42	 0.12	2	280.9425	-03.1665
1G029630-002000S	    	029.630	-00.200	 0.51	 0.50	 0.36	 0.12	 	281.5307	-03.0296
1G030020+006600S	    	030.020	+00.660	 0.56	 0.59	 0.41	 0.12	 	280.9431	-02.2900
1G030790+002000S	    	030.790	+00.200	 0.60	 0.57	 0.41	 0.12	2	281.7044	-01.8149
1G032130+009000S	    	032.130	+00.900	 0.49	 0.50	 0.35	 0.12	 	281.6928	-00.3032
1G034320+000100S	    	034.320	+00.010	 0.50	 0.49	 0.35	 0.12	 	283.4836	+01.2399
1G034440+000600S	N63 	034.440	+00.060	 0.52	 0.54	 0.37	 0.12	2	283.4939	+01.3695
1G034680+000600S	N63 	034.680	+00.060	 0.65	 0.60	 0.44	 0.12	 	283.6034	+01.5831
1G034690+000700S	N63 	034.690	+00.070	 0.77	 0.79	 0.55	 0.12	 	283.5990	+01.5966
1G035360-007500S	    	035.360	-00.750	 0.49	 0.49	 0.34	 0.12	 	284.6349	+01.8185
1G037590-000400S	    	037.590	-00.040	 0.62	 0.57	 0.42	 0.12	 	285.0229	+04.1264
1G037660-003300S	    	037.660	-00.330	 0.47	 0.48	 0.34	 0.12	 	285.3135	+04.0560
1G037670-003200S	    	037.670	-00.320	 0.50	 0.50	 0.35	 0.12	 	285.3092	+04.0695
1G037780+003600S	    	037.780	+00.360	 0.64	 0.66	 0.46	 0.12	 	284.7532	+04.4782
1G038190-001400S	N71 	038.190	-00.140	 0.47	 0.47	 0.33	 0.12	 	285.3873	+04.6142
1G039360-003300S	    	039.360	-00.330	 0.50	 0.51	 0.36	 0.12	 	286.0951	+05.5671
1G039510+006300S	    	039.510	+00.630	 0.51	 0.49	 0.35	 0.12	 	285.3063	+06.1402
1G043580+005100S	    	043.580	+00.510	 0.74	 0.59	 0.47	 0.12	 	287.3007	+09.7007
1G044910-006400S	    	044.910	-00.640	 0.70	 0.70	 0.50	 0.12	 	288.9614	+10.3465
1G044920-006700S	    	044.920	-00.670	 0.68	 0.67	 0.48	 0.12	 	288.9931	+10.3414
1G045610-000700S	    	045.610	-00.070	 0.51	 0.54	 0.37	 0.12	 	288.7794	+11.2314
1G046800-001200S	    	046.800	-00.120	 0.87	 0.92	 0.63	 0.12	2	289.3911	+12.2609
1G047190+003200S	    	047.190	+00.320	 0.65	 0.69	 0.47	 0.12	2	289.1789	+12.8112
1G048870-005100S	    	048.870	-00.510	 0.55	 0.50	 0.37	 0.12	 	290.7424	+13.9055
1G049500-004700S	    	049.500	-00.470	 0.51	 0.48	 0.35	 0.12	 	291.0131	+14.4796
1G050000+002600S	    	050.000	+00.260	 0.48	 0.49	 0.34	 0.12	 	290.5916	+15.2651
1G050240-005000S	    	050.240	-00.500	 0.63	 0.56	 0.42	 0.12	2	291.4031	+15.1170
1G051330-002300S	N107	051.330	-00.230	 0.49	 0.47	 0.34	 0.12	 	291.6945	+16.2043
1G052420+005500S	N109	052.420	+00.550	 0.48	 0.47	 0.34	 0.12	 	291.5192	+17.5341
1G052870-008200S	    	052.870	-00.820	 0.47	 0.51	 0.34	 0.12	 	293.0056	+17.2735
1G052890-008200S	    	052.890	-00.820	 0.59	 0.55	 0.40	 0.12	 	293.0157	+17.2910
1G299370-003200S	    	299.370	-00.320	 0.80	 0.63	 0.51	 0.12	 	185.0012	-62.9742
1G302990+003500S	    	302.990	+00.350	 0.58	 0.57	 0.40	 0.12	 	192.9854	-62.5217
1G303320-007500S	    	303.320	-00.750	 0.73	 0.64	 0.48	 0.12	 	193.7328	-63.6191
1G304170+002700S	    	304.170	+00.270	 0.53	 0.51	 0.37	 0.12	 	195.5484	-62.5759
1G307900-004600S	    	307.900	-00.460	 0.80	 0.79	 0.56	 0.12	2	203.8210	-62.9080
1G307960+000200S	    	307.960	+00.020	 0.56	 0.54	 0.39	 0.12	 	203.7733	-62.4248
1G309980+005500S	    	309.980	+00.550	 0.66	 0.64	 0.46	 0.12	 	207.7616	-61.5034
1G310710+002800S	    	310.710	+00.280	 0.50	 0.49	 0.35	 0.12	 	209.3852	-61.5895
1G310750+003300S	    	310.750	+00.330	 0.47	 0.56	 0.36	 0.12	 	209.4398	-61.5309
1G310930+001900S	    	310.930	+00.190	 0.55	 0.55	 0.39	 0.12	 	209.8809	-61.6199
1G311040+003700S	    	311.040	+00.370	 0.48	 0.49	 0.34	 0.12	 	210.0048	-61.4174
1G311480+003600S	    	311.480	+00.360	 1.00	 1.04	 0.72	 0.12	2	210.8947	-61.3087
1G311570+002400S	    	311.570	+00.240	 0.58	 0.55	 0.40	 0.12	2	211.1445	-61.3990
1G313700-005500S	    	313.700	-00.550	 0.87	 0.83	 0.60	 0.12	 	215.8943	-61.4804
1G313920-003200S	    	313.920	-00.320	 0.51	 0.49	 0.35	 0.12	 	216.1560	-61.1879
1G316290-002600S	    	316.290	-00.260	 0.90	 0.87	 0.63	 0.12	 	220.5836	-60.2236
1G316340-004500S	    	316.340	-00.450	 0.68	 0.81	 0.53	 0.12	2	220.8349	-60.3756
1G316690-003400S	    	316.690	-00.340	 0.46	 0.46	 0.33	 0.12	 	221.3812	-60.1284
1G318090-001400S	    	318.090	-00.140	 0.46	 0.46	 0.33	 0.12	 	223.6996	-59.3318
1G318220-004600S	    	318.220	-00.460	 0.45	 0.45	 0.32	 0.12	 	224.2160	-59.5562
1G318390-007300S	    	318.390	-00.730	 0.47	 0.47	 0.33	 0.12	 	224.7628	-59.7156
1G319930+001800S	    	319.930	+00.180	 0.50	 0.50	 0.35	 0.12	 	226.5284	-58.1760
1G320420+001000S	    	320.420	+00.100	 0.81	 0.66	 0.52	 0.12	2	227.4072	-58.0008
1G322360+000300S	    	322.360	+00.030	 0.60	 0.52	 0.40	 0.12	 	230.5516	-57.0424
1G324270-002400S	    	324.270	-00.240	 0.54	 0.54	 0.38	 0.12	 	233.6965	-56.1894
1G325080-003200S	    	325.080	-00.320	 0.66	 0.65	 0.46	 0.12	2	234.9505	-55.7767
1G326550+001700S	    	326.550	+00.170	 0.53	 0.53	 0.37	 0.12	 	236.4787	-54.4968
1G326560+001800S	    	326.560	+00.180	 0.48	 0.48	 0.34	 0.12	 	236.4817	-54.4827
1G327110+005400S	    	327.110	+00.540	 0.57	 0.56	 0.40	 0.12	 	236.8429	-53.8604
1G327780-006600S	    	327.780	-00.660	 0.63	 0.63	 0.45	 0.12	2	239.0206	-54.3701
1G328170+003500S	    	328.170	+00.350	 0.49	 0.49	 0.35	 0.12	 	238.4354	-53.3439
1G328810+003400S	    	328.810	+00.340	 0.45	 0.48	 0.33	 0.12	2	239.2658	-52.9419
1G330450-002100S	    	330.450	-00.210	 0.51	 0.50	 0.36	 0.12	 	241.8949	-52.2758
1G331180-005400S	    	331.180	-00.540	 1.13	 1.07	 0.78	 0.12	2	243.1338	-52.0231
1G332610-008300S	    	332.610	-00.830	 0.64	 0.61	 0.44	 0.12	2	245.1162	-51.2390
1G333200-000700S	    	333.200	-00.070	 0.46	 0.47	 0.33	 0.12	2	244.9350	-50.2837
1G333680-004400S	    	333.680	-00.440	 0.53	 0.54	 0.38	 0.12	2	245.8750	-50.2065
1G334110+003800S	    	334.110	+00.380	 0.50	 0.50	 0.35	 0.12	 	245.4445	-49.3233
1G334340+000500S	    	334.340	+00.050	 0.64	 0.71	 0.48	 0.12	 	246.0529	-49.3925
1G334420-002200S	    	334.420	-00.220	 0.58	 0.56	 0.40	 0.12	2	246.4358	-49.5243
1G334450-007300S	    	334.450	-00.730	 0.50	 0.51	 0.36	 0.12	 	247.0347	-49.8573
1G335440-005200S	    	335.440	-00.520	 0.45	 0.45	 0.32	 0.12	 	247.8483	-48.9946
1G336990+001100S	    	336.990	+00.110	 0.54	 0.53	 0.38	 0.12	 	248.7380	-47.4300
1G337600+005100S	    	337.600	+00.510	 0.61	 0.61	 0.43	 0.12	 	248.9096	-46.7100
1G338330-002900S	    	338.330	-00.290	 0.89	 0.90	 0.63	 0.12	2	250.4889	-46.6998
1G338430-002100S	    	338.430	-00.210	 0.55	 0.53	 0.38	 0.12	 	250.4973	-46.5718
1G340390-000400S	    	340.390	-00.040	 0.60	 0.58	 0.42	 0.12	 	252.1437	-44.9743
1G340540+001300S	    	340.540	+00.130	 0.86	 0.75	 0.57	 0.12	2	252.0965	-44.7500
1G343320+004400S	    	343.320	+00.440	 0.78	 0.79	 0.56	 0.12	2	254.2005	-42.4043
1G345230-005600S	S13 	345.230	-00.560	 0.52	 0.53	 0.37	 0.12	 	256.8366	-41.5067
1G345250-006000S	S13 	345.250	-00.600	 0.56	 0.56	 0.40	 0.12	 	256.8953	-41.5147
1G347130+002800S	    	347.130	+00.280	 0.67	 0.59	 0.45	 0.12	2	257.4439	-39.4813
1G347320+000600S	    	347.320	+00.060	 0.55	 0.53	 0.38	 0.12	2	257.8193	-39.4588
1G347780+002800S	    	347.780	+00.280	 0.45	 0.45	 0.32	 0.12	 	257.9411	-38.9577
1G348150+002500S	    	348.150	+00.250	 0.82	 0.81	 0.58	 0.12	2	258.2519	-38.6764
1G348340+001400S	    	348.340	+00.140	 0.45	 0.45	 0.32	 0.12	2	258.5085	-38.5870
1G348520+003700S	    	348.520	+00.370	 0.60	 0.59	 0.42	 0.12	 	258.4051	-38.3064
1G349990+002500S	    	349.990	+00.250	 0.49	 0.46	 0.33	 0.12	 	259.6085	-37.1796
1G350240+000600S	    	350.240	+00.060	 0.50	 0.48	 0.35	 0.12	 	259.9837	-37.0839
1G352280-002300S	    	352.280	-00.230	 0.46	 0.47	 0.33	 0.12	 	261.7113	-35.5645
1G352390-003900S	    	352.390	-00.390	 0.64	 0.66	 0.46	 0.12	 	261.9500	-35.5622
1G353050-000200S	    	353.050	-00.020	 0.59	 0.60	 0.42	 0.12	2	262.0220	-34.8079
1G354350+001400S	    	354.350	+00.140	 0.60	 0.64	 0.44	 0.12	 	262.7289	-33.6357
1G354710+002900S	    	354.710	+00.290	 0.73	 0.71	 0.51	 0.12	 	262.8155	-33.2524
1G356460+000100S	    	356.460	+00.010	 0.49	 0.48	 0.34	 0.12	 	264.2224	-31.9349
1G358950-000200S	    	358.950	-00.020	 0.60	 0.58	 0.42	 0.12	 	265.7940	-29.8414
1G359270-000400S	    	359.270	-00.040	 0.70	 0.71	 0.50	 0.12	2	266.0069	-29.5795
1G359740-005900S	    	359.740	-00.590	 0.55	 0.52	 0.38	 0.12	 	266.8278	-29.4648
1G000500-007900S	    	000.500	-00.790	 0.45	 0.45	 0.32	 0.11	 	267.4730	-28.9168
1G000570+001300S	    	000.570	+00.130	 0.52	 0.49	 0.36	 0.11	 	266.6164	-28.3818
1G001060-002300S	    	001.060	-00.230	 0.79	 0.78	 0.56	 0.11	2	267.2540	-28.1486
1G005900-003600S	    	005.900	-00.360	 0.51	 0.51	 0.36	 0.11	2	270.1040	-24.0382
1G006040+003100S	    	006.040	+00.310	 0.45	 0.45	 0.32	 0.11	 	269.5453	-23.5830
1G007010+007300S	    	007.010	+00.730	 0.60	 0.52	 0.40	 0.11	 	269.6763	-22.5329
1G007070-000800S	    	007.070	-00.080	 0.57	 0.53	 0.39	 0.11	 	270.4707	-22.8831
1G008140-003800S	    	008.140	-00.380	 0.67	 0.57	 0.44	 0.11	2	271.3231	-22.0991
1G008180-000100S	    	008.180	-00.010	 0.45	 0.45	 0.32	 0.11	 	270.9965	-21.8828
1G008900+005700S	    	008.900	+00.570	 0.52	 0.52	 0.37	 0.11	 	270.8343	-20.9706
1G009600+001700S	    	009.600	+00.170	 0.71	 0.68	 0.49	 0.11	2	271.5741	-20.5565
1G010680-000300S	    	010.680	-00.030	 0.52	 0.52	 0.37	 0.11	 	272.3194	-19.7100
1G010960+000300S	    	010.960	+00.030	 0.47	 0.46	 0.33	 0.11	2	272.4075	-19.4359
